APPLICATION NUMBER,TYPE,YEAR ISSUED,PRINCIPAL DUE,ADDRESS, 
   476321,LICENSE,2009,5153.48,4112 N BROAD ST , 
   476355,LICENSE,2009,6768.22,3956 N 05TH ST , 
   476470,LICENSE,2009,5400.83,4507 N 17TH ST , 
   476591,LICENSE,2009,5557.7,2133 MOORE ST , 
   476708,LICENSE,2009,11989.24,908 N 48TH ST , 
   476964,LICENSE,2009,2829.03,1616 S TANEY ST , 
   477141,LICENSE,2009,5851.81,3120 N 15TH ST , 
   477461,LICENSE,2009,1282.56,2742 N TAYLOR ST , 
   477551,LICENSE,2009,5457.64,3127 WEYMOUTH ST , 
   477699,LICENSE,2009,4526.31,5310 W GIRARD AVE , 
   477713,LICENSE,2009,387.04,2739 JEFFERSON ST , 
   477722,LICENSE,2009,2794.2,4601 N 12TH ST , 
   477732,LICENSE,2009,2495.96,5511 SPRUCE ST , 
   477813,LICENSE,2009,18719.64,3509 OLD YORK RD , 
   477816,LICENSE,2009,18719.64,3509 OLD YORK RD , 
   477914,LICENSE,2009,1352.17,1318 W WISHART ST , 
   477956,LICENSE,2009,5648.4,1443 VERNON RD , 
   478090,LICENSE,2009,10546.25,7119 WOOLSTON AVE , 
   478094,LICENSE,2009,3151.37,5914 GERMANTOWN AVE , 
   478203,LICENSE,2009,2388.64,1631 CECIL B MOORE AVE , 
   478211,LICENSE,2009,23628.6,1027 S 09TH ST , 
   478213,LICENSE,2009,23628.6,1027 S 09TH ST , 
   478313,LICENSE,2009,2612.75,914 W CAMBRIA ST , 
   478315,LICENSE,2009,674.47,3448 N PHILIP ST , 
   478325,LICENSE,2009,979.51,5753 REEDLAND ST , 
   478327,LICENSE,2009,979.51,5753 REEDLAND ST , 
   478540,LICENSE,2009,2927.06,731 N DEKALB ST , 
   478582,LICENSE,2009,10.41,508 E WALNUT LN , 
   478603,LICENSE,2009,1102.5,4036 CAMBRIDGE ST , 
   478709,LICENSE,2009,48908.51,5215 SCHUYLER ST , 
   478763,LICENSE,2009,4133.44,641 N 56TH ST , 
   478870,LICENSE,2009,1708.07,2541 N 29TH ST , 
   478897,LICENSE,2009,3134.96,2423 JEFFERSON ST , 
   478929,LICENSE,2009,2461.28,1524 N NEWKIRK ST , 
   479067,LICENSE,2009,5310.53,3722 N 16TH ST , 
   479148,LICENSE,2009,3032.11,3259 RORER ST , 
   479452,LICENSE,2009,3084.44,3743 N 08TH ST , 
   479457,LICENSE,2009,0,5318 HEDGE ST , 
   479470,LICENSE,2009,1365.05,3235 N RANDOLPH ST , 
   479477,LICENSE,2009,486.59,804 E MADISON ST , 
   479489,LICENSE,2009,4017.27,750 E WESTMORELAND ST , 
   479560,LICENSE,2009,2135.1,2119 E BIRCH ST , 
   479566,LICENSE,2009,2545.39,5169 RENO ST , 
   479607,LICENSE,2009,1594.94,920 N MARKOE ST , 
   479620,LICENSE,2009,6297.78,7028 WHEELER ST , 
   479621,LICENSE,2009,6297.78,7028 WHEELER ST , 
   479674,LICENSE,2009,2144.95,4329 ORCHARD ST , 
   479859,LICENSE,2009,2050.22,501 W SUSQUEHANNA AVE , 
   480111,LICENSE,2009,15753.48,5049 LANCASTER AVE , 
   480111,LICENSE,2009,15753.48,5049 LANCASTER WLK , 
   480357,LICENSE,2009,5022.04,2104 MASTER ST , 
   480405,LICENSE,2009,1512.69,1232 ALCOTT ST , 
   480441,LICENSE,2009,26981.73,2700 GERMANTOWN AVE , 
   480503,LICENSE,2009,2851.24,3516 N WARNOCK ST , 
   480541,LICENSE,2009,0,2601 S 58TH ST , 
   480641,LICENSE,2009,1484.27,5329 PENTRIDGE ST , 
   480885,LICENSE,2009,0,2036 CONLYN ST , 
   480949,LICENSE,2009,4374.04,5536 MARKET ST , 
   481147,LICENSE,2009,1691.49,372 MECHANIC ST , 
   481164,LICENSE,2009,5132.73,2252 S NORWOOD ST , 
   481165,LICENSE,2009,5580.93,2305 S PERCY ST , 
   481180,LICENSE,2009,1458.03,1695 MARGARET ST , 
   481214,LICENSE,2009,3318.87,1554 S NEWKIRK ST , 
   481235,LICENSE,2009,48568.96,1800 RIDGE AVE , 
   481243,LICENSE,2009,1124.98,3252 GRANSBACK ST , 
   481276,LICENSE,2009,366.69,277 W MOUNT PLEASANT AVE , 
   481368,LICENSE,2009,3908.4,2120 GILLINGHAM ST , 
   481402,LICENSE,2009,4263.32,5829 SPRINGFIELD AVE , 
   481515,LICENSE,2009,8262.36,6451 GRAYS AVE , 
   481556,LICENSE,2009,33599.52,1339 W 65TH AVE , 
   481558,LICENSE,2009,33599.52,1339 W 65TH AVE , 
   481742,LICENSE,2009,0,2555 S 67TH ST , 
   481823,LICENSE,2009,2355.64,5627 APPLETREE ST , 
   481903,LICENSE,2009,1765.23,4224 W GIRARD AVE , 
   481904,LICENSE,2009,1791.96,1861 N MARSTON ST , 
   481905,LICENSE,2009,1391.64,1849 N MARSTON ST , 
   481906,LICENSE,2009,1391.64,1847 N MARSTON ST , 
   481911,LICENSE,2009,4800.57,124 N 60TH ST , 
   482185,LICENSE,2009,3152.65,4314 N 08TH ST , 
   482315,LICENSE,2009,2593.92,311 N REDFIELD ST , 
   482390,LICENSE,2009,152.05,5933 LOCUST ST , 
   482399,LICENSE,2009,6411.09,3103 N 16TH ST , 
   482491,LICENSE,2009,2692.92,2717 N REESE ST , 
   482537,LICENSE,2009,6606.8,4521 N CAMAC ST , 
   482728,LICENSE,2009,4677.26,349 N 60TH ST , 
   482763,LICENSE,2009,4634.07,3602 FRANKFORD AVE , 
   482764,LICENSE,2009,4634.07,3602 FRANKFORD AVE , 
   482889,LICENSE,2009,3081.26,2344 MOUNTAIN ST , 
   482908,LICENSE,2009,4133.44,641 N 56TH ST , 
   483094,LICENSE,2009,2287.61,5215 KERSHAW ST , 
   483095,LICENSE,2009,9443.14,2015 KINSEY ST , 
   483144,LICENSE,2009,3898.7,3927 N 07TH ST , 
   483200,LICENSE,2009,705.42,4261 VIOLA ST , 
   483588,LICENSE,2009,2287.61,5215 KERSHAW ST , 
   483599,LICENSE,2009,38238.64,4626 LANCASTER AVE , 
   483599,LICENSE,2009,38238.64,4626 LANCASTER WLK , 
   483688,LICENSE,2009,1454.94,4262 FRANKFORD AVE , 
   483748,LICENSE,2009,6072.25,6331 ELMWOOD AVE , 
   483754,LICENSE,2009,6072.25,6331 ELMWOOD AVE , 
   483820,LICENSE,2009,1909.04,2018 E FLETCHER ST , 
   483870,LICENSE,2009,4333.76,1652 S LAWRENCE ST , 
   483952,LICENSE,2009,1227.75,2012 MASTER ST , 
   483953,LICENSE,2009,1520.7,2431 W HAROLD ST , 
   484005,LICENSE,2009,0,6517 ROSS ST , 
   484132,LICENSE,2009,4375.78,426 N 54TH ST , 
   484335,LICENSE,2009,92089.9,6401 E WISTER ST , 
   484528,LICENSE,2009,4685.61,152 N 60TH ST , 
   484580,LICENSE,2009,2967.49,1554 W OAKDALE ST , 
   484600,LICENSE,2009,684.42,2264 N 21ST ST , 
   485005,LICENSE,2009,3377.87,1731 W JUNIATA ST , 
   485068,LICENSE,2009,6820.82,4708 HAZEL AVE , 
   485203,LICENSE,2009,5493.06,657 E CLEARFIELD ST , 
   485316,LICENSE,2009,8735.32,4345 JOSEPHINE ST , 
   485345,LICENSE,2009,8137.56,9300 ASHTON RD 2, 
   485496,LICENSE,2009,8119.19,5725 KINGSESSING AVE , 
   485497,LICENSE,2009,8119.19,5725 KINGSESSING AVE , 
   485519,LICENSE,2009,2578.18,3037 N WATER ST , 
   485536,LICENSE,2009,4225.81,5607 PEMBERTON ST , 
   485556,LICENSE,2009,2366.21,2511 N 12TH ST , 
   485567,LICENSE,2009,10423.47,5528 CROWSON ST , 
   485568,LICENSE,2009,11696.67,1333 E MOUNT PLEASANT AVE , 
   485570,LICENSE,2009,1883.86,1822 FERNON ST , 
   485597,LICENSE,2009,131916.55,2400 E TIOGA ST , 
   485670,LICENSE,2009,264.58,261 W WENSLEY ST , 
   485730,LICENSE,2009,4387.29,6007 BALTIMORE AVE , 
   485778,LICENSE,2009,8661.15,4507 N 16TH ST , 
   486282,LICENSE,2009,4765.83,1236 N 52ND ST , 
   486399,LICENSE,2009,0,2017 N 63RD ST , 
   486481,LICENSE,2009,1250.69,1930 ANNIN ST , 
   486599,LICENSE,2009,1360.33,4648 EDMUND ST , 
   486615,LICENSE,2009,3284.64,1306 N 27TH ST , 
   486675,LICENSE,2009,1621.03,2699 COLLINS ST , 
   486799,LICENSE,2009,40.11,2027 MC KEAN ST , 
   486814,LICENSE,2009,5101.44,4857 FAIRMOUNT AVE , 
   486844,LICENSE,2009,3237.4,2537 N 34TH ST , 
   486852,LICENSE,2009,6231.48,5904 LANSDOWNE AVE , 
   487222,LICENSE,2009,1541.86,2731 N HOLLYWOOD ST , 
   487229,LICENSE,2009,4863.36,5355 LENA ST , 
   487249,LICENSE,2009,11017.22,4982 1/2 W THOMPSON ST , 
   487302,LICENSE,2009,2468.21,2012 ROWAN ST , 
   487311,LICENSE,2009,3126.61,2806 HOPE ST , 
   487400,LICENSE,2009,3526.67,4100 N FAIRHILL ST , 
   487402,LICENSE,2009,6159.54,5968 TRINITY ST , 
   487585,LICENSE,2009,5570.33,2108 S 60TH ST , 
   487653,LICENSE,2009,6154.5,211 E BRINGHURST ST , 
   487688,LICENSE,2009,5794.24,5654 LANCASTER AVE , 
   487688,LICENSE,2009,5794.24,5654 LANCASTER WLK , 
   487895,LICENSE,2009,3757.26,1616 N 55TH ST , 
   488009,LICENSE,2009,12921.84,190 W BERKS ST , 
   488034,LICENSE,2009,3679.83,1906 INGERSOLL ST , 
   488134,LICENSE,2009,3908.4,2120 GILLINGHAM ST , 
   488221,LICENSE,2009,2480.73,1805 N NEWKIRK ST , 
   488489,LICENSE,2009,3696.56,9 S SALFORD ST , 
   488590,LICENSE,2009,33400.94,4226 N 05TH ST , 
   488703,LICENSE,2009,2969.27,1419 W BRISTOL ST , 
   488856,LICENSE,2009,3504.94,2338 TURNER ST , 
   488916,LICENSE,2009,6716.78,1103 S 52ND ST , 
   488949,LICENSE,2009,2118.8,2941 N BAMBREY ST , 
   488950,LICENSE,2009,2864.84,5136 KERSHAW ST , 
   489141,LICENSE,2009,7447.43,907 S 54TH ST , 
   489159,LICENSE,2009,2218.79,1382 RIDGE AVE , 
   489175,LICENSE,2009,4980.02,545 E INDIANA AVE , 
   489371,LICENSE,2009,4995.28,1607 PAGE ST , 
   489404,LICENSE,2009,7723.68,3417 KENSINGTON AVE , 
   489405,LICENSE,2009,7723.68,3417 KENSINGTON AVE , 
   489424,LICENSE,2009,1642.65,2114 PIERCE ST , 
   489485,LICENSE,2009,3786.07,5813 CHESTER AVE , 
   489487,LICENSE,2009,3565.34,4931 OGDEN ST , 
   490028,LICENSE,2009,3520.32,6107 W THOMPSON ST , 
   490140,LICENSE,2009,3509.38,952 E WOODLAWN ST , 
   490195,LICENSE,2009,3526.67,4100 N FAIRHILL ST , 
   490270,LICENSE,2009,3312.7,2446 N BOUVIER ST , 
   490408,LICENSE,2009,80247.01,4943 PRINCETON AVE , 
   490473,LICENSE,2009,7723.68,3417 KENSINGTON AVE , 
",02770",PERMIT,2009,2683.91,2318 SAINT ALBANS ST , 
     4428,LICENSE,2008,5513.3,5832 BALTIMORE AVE , 
     6883,LICENSE,2008,8197.24,731 N 35TH ST , 
    19068,LICENSE,2008,3988.06,6104 GLENMORE AVE , 
    26572,LICENSE,2008,4695.58,5910 ELLSWORTH ST , 
    31124,PERMIT,2008,8920.53,3412 W CLEARFIELD ST , 
    37202,PERMIT,2008,1281.92,2211 LEAGUE ST , 
    37205,PERMIT,2008,1792.87,2213 LEAGUE ST , 
    37207,PERMIT,2008,1281.92,2215 LEAGUE ST , 
    51218,LICENSE,2008,0,1334 WALNUT ST , 
    54913,PERMIT,2008,8841.81,2932 ARLAN AVE , 
    56004,PERMIT,2008,4548.96,4529 WAYNE AVE , 
    56951,PERMIT,2008,4293.13,456 N 52ND ST , 
    73108,LICENSE,2008,4509.12,3132 N MARSTON ST , 
    74519,LICENSE,2008,3808.55,1704 N NEWKIRK ST , 
    74655,LICENSE,2008,480.23,2652 N 16TH ST , 
    76050,LICENSE,2008,9574.13,5821 WAYNE AVE , 
    79788,LICENSE,2008,1778.39,47 N CONESTOGA ST , 
    82438,PERMIT,2008,1676.27,2135 N LAMBERT ST , 
    88637,PERMIT,2008,1019.77,643 N 43RD ST , 
    88643,PERMIT,2008,669.81,649 N 43RD ST , 
    88654,PERMIT,2008,865.03,701 BROOKLYN ST , 
    90428,PERMIT,2008,1029.78,1533 S LAMBERT ST , 
    90434,PERMIT,2008,1029.78,1543 S LAMBERT ST , 
    95256,PERMIT,2008,1676.27,2135 N LAMBERT ST , 
    95482,PERMIT,2008,4533.06,1400 S ALLISON ST , 
    98031,PERMIT,2008,1650.58,426 S 52ND ST , 
   100800,PERMIT,2008,6301.87,4558 BOONE ST , 
   100801,PERMIT,2008,6301.87,4558 BOONE ST , 
   100802,PERMIT,2008,6301.87,4558 BOONE ST , 
   100803,PERMIT,2008,6301.87,4558 BOONE ST , 
   102026,PERMIT,2008,3750.74,219 S CECIL ST , 
   112131,PERMIT,2008,296.96,713 W ONTARIO ST , 
   115792,PERMIT,2008,17449.87,4750 N BROAD ST , 
   115855,PERMIT,2008,82555.36,200 W ALLENS LN , 
   115949,PERMIT,2008,17449.87,4750 N BROAD ST , 
   116423,PERMIT,2008,2239.97,1771 FRANKFORD AVE , 
   117145,PERMIT,2008,684.42,2264 N 21ST ST , 
   118046,PERMIT,2008,4728.73,1813 E SOMERSET ST , 
   119196,PERMIT,2008,1528.58,5521 LINDBERGH BLV , 
   120241,PERMIT,2008,1650.58,426 S 52ND ST , 
   120632,PERMIT,2008,110.49,4052R POWELTON AVE , 
   120911,PERMIT,2008,0,1000 S BROAD ST , 
   123815,PERMIT,2008,80247.01,4943 PRINCETON AVE , 
   124033,PERMIT,2008,23953.5,100 PARKER AVE , 
   124223,PERMIT,2008,5547.7,835 E WILLARD ST , 
   124229,PERMIT,2008,0,2228 W TIOGA ST , 
   124274,PERMIT,2008,598.7,3037 N 08TH ST , 
   124848,PERMIT,2008,15635.38,2721 N 45TH ST , 
   124851,PERMIT,2008,2965.54,2629 N BOUVIER ST , 
   125022,PERMIT,2008,7414.69,5135 N FAIRHILL ST , 
   125031,PERMIT,2008,0,744 MC KEAN ST , 
   125042,PERMIT,2008,2114.07,2931 N CAMAC ST , 
   125060,PERMIT,2008,6543.58,3667 N PERCY ST , 
   125245,PERMIT,2008,898.06,2840 CECIL B MOORE AVE , 
   125346,PERMIT,2008,5464.12,2715 N 29TH ST , 
   125555,PERMIT,2008,331714.85,3309 S GALLOWAY ST , 
   125655,PERMIT,2008,1343740.03,8401 EXECUTIVE AVE , 
   125716,PERMIT,2008,66828.83,8046 FRANKFORD AVE , 
   125783,PERMIT,2008,4668.57,1415 N ITHAN ST , 
   125803,PERMIT,2008,6335.79,318 E TIOGA ST , 
   125975,PERMIT,2008,4287.2,425 E SOMERSET ST , 
   125992,PERMIT,2008,1188.76,1435 N MYRTLEWOOD ST , 
   125995,PERMIT,2008,1119.55,1439 N MYRTLEWOOD ST , 
   126286,PERMIT,2008,5446.47,1240 N 55TH ST , 
   126560,PERMIT,2008,1476.15,1530 N 04TH ST , 
   126570,PERMIT,2008,6850.1,4938 KINGSESSING AVE , 
   126742,PERMIT,2008,9452.81,1639 CROATAN PL , 
   126756,PERMIT,2008,11330.43,1515 N FELTON ST , 
   126786,PERMIT,2008,1691.33,8051 RODNEY ST , 
   126879,PERMIT,2008,11037.14,5217 LOCUST ST , 
   126883,PERMIT,2008,12219.52,419 W WINGOHOCKING ST , 
   126928,PERMIT,2008,0,5836 GERMANTOWN AVE , 
   127027,PERMIT,2008,1331.66,2423 N COLORADO ST , 
   127072,PERMIT,2008,7215.23,101 N EDGEWOOD ST , 
   127097,PERMIT,2008,4604.26,1006 CANTRELL ST , 
   127121,PERMIT,2008,1752.06,2751 N 25TH ST , 
   127301,PERMIT,2008,3063.35,436 W CAREY ST , 
   127379,PERMIT,2008,3075.01,2123 N 28TH ST , 
   127392,PERMIT,2008,2771.88,764 BROOKLYN ST , 
   127444,PERMIT,2008,0,5035 N 17TH ST , 
   127514,PERMIT,2008,1801.7,954 N 43RD ST , 
   127604,PERMIT,2008,5570.36,307 ELWOOD ST , 
   127696,PERMIT,2008,7395.17,1423 W OLNEY AVE , 
   127714,PERMIT,2008,38238.64,4626 LANCASTER AVE , 
   127714,PERMIT,2008,38238.64,4626 LANCASTER WLK , 
   127729,PERMIT,2008,2692.57,1639 S RINGGOLD ST , 
   127772,PERMIT,2008,4739.15,5822 TRINITY ST , 
   127782,PERMIT,2008,1801.7,954 N 43RD ST , 
   127799,PERMIT,2008,1461.36,957 N 45TH ST , 
   127837,PERMIT,2008,2210.1,238 W TIOGA ST , 
   128087,PERMIT,2008,0,3047 E THOMPSON ST , 
   128263,PERMIT,2008,14898.76,2623 S WARNOCK ST , 
   128402,PERMIT,2008,1031.34,1154 E STAFFORD ST , 
   128499,PERMIT,2008,7149.02,3116 N 25TH ST , 
   128528,PERMIT,2008,13583.81,1842 DALLAS ST , 
   128546,PERMIT,2008,1269.43,1963 N NAPA ST , 
   128570,PERMIT,2008,2448.33,2545 W ARIZONA ST , 
   128588,PERMIT,2008,10161.91,1812 S ALDEN ST , 
   128667,PERMIT,2008,4963.31,1811 E SOMERSET ST , 
   128679,PERMIT,2008,4963.31,1811 E SOMERSET ST , 
   128721,PERMIT,2008,25,2124 S 64TH ST , 
   128722,PERMIT,2008,1470.5,631 N 41ST ST , 
   128747,PERMIT,2008,1801.7,954 N 43RD ST , 
   128748,PERMIT,2008,1801.7,954 N 43RD ST , 
   128804,PERMIT,2008,2692.57,1639 S RINGGOLD ST , 
   128820,PERMIT,2008,2626.12,1334 W CLEARFIELD ST , 
   128869,PERMIT,2008,3077.58,41 N FRAZIER ST , 
   128883,PERMIT,2008,742.49,1900 CECIL B MOORE AVE , 
   128908,PERMIT,2008,7438.19,1025 N 46TH ST , 
   128911,PERMIT,2008,8330.92,1412 N 29TH ST , 
   128921,PERMIT,2008,742.49,1900 CECIL B MOORE AVE , 
   128960,PERMIT,2008,0,1245 N DOVER ST , 
   128964,PERMIT,2008,3019.72,3208 W YORK ST , 
   128967,PERMIT,2008,23953.5,100 PARKER AVE , 
   128997,PERMIT,2008,4206.18,918 E CHELTEN AVE , 
   129044,PERMIT,2008,9605.8,3926 CORAL ST , 
   129287,PERMIT,2008,0,1833 GLENIFER ST , 
   129314,PERMIT,2008,6164,5142 MARKET ST , 
   129413,PERMIT,2008,1119.44,2618 SEARS ST , 
   129469,PERMIT,2008,1684.92,1448 S 17TH ST , 
   129471,PERMIT,2008,7908.33,5007 N 11TH ST , 
   129496,PERMIT,2008,5853.23,4453 N GRATZ ST , 
   129529,PERMIT,2008,1331.66,2423 N COLORADO ST , 
   129593,PERMIT,2008,6466.22,938 S 55TH ST , 
   129598,PERMIT,2008,15124.45,4506 N BROAD ST , 
   129626,PERMIT,2008,4206.18,918 E CHELTEN AVE , 
   129642,PERMIT,2008,8457.18,5320 W BERKS ST , 
   129690,PERMIT,2008,0,1800 S 16TH ST , 
   129881,PERMIT,2008,15091.24,8245 WILLIAMS AVE , 
   129889,PERMIT,2008,2580.46,5752 HUNTER ST , 
   129915,PERMIT,2008,4989.7,3965 ELSER ST , 
   129929,PERMIT,2008,12811.28,5022 HAZEL AVE , 
   130058,PERMIT,2008,3019.72,3208 W YORK ST , 
   130132,PERMIT,2008,29465.07,629 N 12TH ST , 
   130134,PERMIT,2008,4446.25,59 E BRINGHURST ST , 
   130151,PERMIT,2008,1133.19,3117 W CUMBERLAND ST , 
   130163,PERMIT,2008,5597.6,1413 S PAXON ST , 
   130414,PERMIT,2008,8880.36,516 E THELMA ST , 
   130568,PERMIT,2008,4217.11,1917 WHARTON ST , 
   130647,PERMIT,2008,2782.82,829 E THOMPSON ST , 
   130663,PERMIT,2008,3747.2,2025 N 04TH ST , 
   130876,PERMIT,2008,2383.47,2132 N NEWKIRK ST , 
   130886,PERMIT,2008,2761.12,1543 N 58TH ST , 
   130941,PERMIT,2008,1524.09,2757 HELEN ST , 
   131067,PERMIT,2008,598.7,3037 N 08TH ST , 
   131210,PERMIT,2008,17172.03,6055 OLD YORK RD , 
   131216,PERMIT,2008,7951.9,4529 GERMANTOWN AVE , 
   131365,PERMIT,2008,10363,7948 GILBERT ST , 
   131623,PERMIT,2008,3039.99,1734 W OXFORD ST , 
   131631,PERMIT,2008,8203.56,1137 RISING SUN AVE , 
   131686,PERMIT,2008,5985.8,2234 N 29TH ST , 
   131730,PERMIT,2008,1035.67,120 N REDFIELD ST , 
   132119,PERMIT,2008,4914.54,1343 E SEDGLEY AVE , 
   132188,PERMIT,2008,640.99,1939 W NORRIS ST , 
   132286,PERMIT,2008,1524.09,2757 HELEN ST , 
   132306,PERMIT,2008,2843.88,18 S 62ND ST , 
   132359,PERMIT,2008,8887.21,1929 S 60TH ST , 
   132371,PERMIT,2008,1501.16,1143 S MOLE ST , 
   132507,PERMIT,2008,3610.88,2719 W LEHIGH AVE , 
   132533,PERMIT,2008,1487.29,3137 N PERCY ST , 
   132645,PERMIT,2008,1272.14,3859 FOLSOM ST , 
   132785,PERMIT,2008,2918.37,1424 N VOGDES ST , 
   132829,PERMIT,2008,3836.99,3252 N 06TH ST , 
   132835,PERMIT,2008,5841.02,5927 SPRUCE ST , 
   132847,PERMIT,2008,5619.34,1234 N 60TH ST , 
   133088,PERMIT,2008,4348.12,503 KAUFFMAN ST , 
   133145,PERMIT,2008,1605.45,2072 E LETTERLY ST , 
   133210,PERMIT,2008,6813.78,3929 GERMANTOWN AVE , 
   133225,PERMIT,2008,1348.53,3543 N 05TH ST , 
   133266,PERMIT,2008,1360.48,5990 N 20TH ST , 
   133284,PERMIT,2008,7831.08,1307 N ALDEN ST , 
   133286,PERMIT,2008,6813.78,3929 GERMANTOWN AVE , 
   133466,PERMIT,2008,13762.06,1733 E TULPEHOCKEN ST , 
   133606,PERMIT,2008,865.03,701 BROOKLYN ST , 
   133607,PERMIT,2008,865.03,703 BROOKLYN ST , 
   133608,PERMIT,2008,865.03,705 BROOKLYN ST , 
   133609,PERMIT,2008,1810.56,707 BROOKLYN ST , 
   133647,PERMIT,2008,872.62,1930 WATERLOO ST , 
   133842,PERMIT,2008,1943.69,2349 N 22ND ST , 
   133844,PERMIT,2008,978.06,3612 N WARNOCK ST , 
   133859,PERMIT,2008,7432.74,4172 TACOMA ST , 
   133864,PERMIT,2008,1971.47,2828 N HUTCHINSON ST , 
   133980,PERMIT,2008,1138.13,5416 MORSE ST , 
   133997,PERMIT,2008,25067.3,7518 RUGBY ST , 
   134234,PERMIT,2008,6658.81,5814 BEAUMONT ST , 
   134260,PERMIT,2008,8203.56,1137 RISING SUN AVE , 
   134286,PERMIT,2008,2155.75,2645 N 31ST ST , 
   134290,PERMIT,2008,1384.47,1036 W ORLEANS ST , 
   134414,PERMIT,2008,1130.9,2937 N PHILIP ST , 
   135039,PERMIT,2008,11385.7,1623 N FELTON ST , 
   135046,PERMIT,2008,7831.08,1307 N ALDEN ST , 
   135086,PERMIT,2008,17653.4,1641 WYNSAM ST , 
   135219,PERMIT,2008,17757.62,1823 E PASTORIUS ST , 
   135278,PERMIT,2008,4939.17,240 W MENTOR ST , 
   135355,PERMIT,2008,4348.12,503 KAUFFMAN ST , 
   135549,PERMIT,2008,22615.07,1065 E ERIE AVE , 
   135556,PERMIT,2008,544.2,4136 POPLAR ST , 
   135668,PERMIT,2008,11797.44,414 N ROBINSON ST , 
   135699,PERMIT,2008,39471.59,8550 VERREE RD , 
   135750,PERMIT,2008,1482.93,5915 SPRING ST , 
   135850,PERMIT,2008,2667.07,3129 HURLEY ST , 
   135912,PERMIT,2008,1684.92,1448 S 17TH ST , 
   135914,PERMIT,2008,17738.61,7313 N BOUVIER ST , 
   135917,PERMIT,2008,5619.34,1234 N 60TH ST , 
   136105,PERMIT,2008,9433.57,256 APSLEY ST , 
   136110,PERMIT,2008,26220.88,1318 W CUMBERLAND ST , 
   136112,PERMIT,2008,3409.92,1314 W CUMBERLAND ST , 
   136141,PERMIT,2008,17757.62,1823 E PASTORIUS ST , 
   136217,PERMIT,2008,1034.26,2117 GRANITE ST , 
   136302,PERMIT,2008,7295.89,3926 MOUNT VERNON ST , 
   136323,PERMIT,2008,2497.86,34 E SELTZER ST , 
   136343,PERMIT,2008,8329.12,849 E LUZERNE ST , 
   136460,PERMIT,2008,2132.43,706 W ALLEGHENY AVE , 
   136500,PERMIT,2008,3801.76,59 E SEYMOUR ST , 
   136507,PERMIT,2008,2503.22,2511 N HOLLYWOOD ST , 
   136582,PERMIT,2008,3055.88,1973 73RD AVE , 
   136639,PERMIT,2008,0,5035 N 17TH ST , 
   136641,PERMIT,2008,1924.38,3014 N 24TH ST , 
   136668,PERMIT,2008,7563.62,5733 MARKET ST , 
   136797,PERMIT,2008,48568.96,1800 RIDGE AVE , 
   136840,PERMIT,2008,1801.7,954 N 43RD ST , 
   136864,PERMIT,2008,1953.34,2712 W SUSQUEHANNA AVE , 
   137285,PERMIT,2008,5241.2,31 S 61ST ST , 
   137305,PERMIT,2008,1801.7,954 N 43RD ST , 
   137319,PERMIT,2008,1528.4,2918 N LAMBERT ST , 
   137327,PERMIT,2008,7335.89,3642 N 17TH ST , 
   137426,PERMIT,2008,48568.96,1800 RIDGE AVE , 
   137523,PERMIT,2008,4139.55,2605 W FLETCHER ST , 
   137526,PERMIT,2008,5562.22,2607 W FLETCHER ST , 
   137571,PERMIT,2008,544.2,4136 POPLAR ST , 
   137799,PERMIT,2008,7335.89,3642 N 17TH ST , 
   137959,PERMIT,2008,318.93,2735 W OAKDALE ST , 
   138241,PERMIT,2008,8034.01,1814 LINDLEY AVE , 
   138263,PERMIT,2008,3159.49,2523 W DAUPHIN ST , 
   138299,PERMIT,2008,6263.37,6145 REINHARD ST , 
   138303,PERMIT,2008,17738.61,7313 N BOUVIER ST , 
   138393,PERMIT,2008,8606.84,751 N 40TH ST A, 
   138393,PERMIT,2008,8619.02,751 N 40TH ST , 
   138395,PERMIT,2008,8619.02,751 N 40TH ST , 
   138459,PERMIT,2008,5476.73,2006 S 68TH ST , 
   138470,PERMIT,2008,4947.1,2242 N GRATZ ST , 
   138551,PERMIT,2008,2650.34,4814 WESTMINSTER AVE , 
   138874,PERMIT,2008,7003.44,3213 N CARLISLE ST , 
   139047,PERMIT,2008,1865.5,8841 DANBURY ST , 
   139076,PERMIT,2008,919.35,1246 N MYRTLEWOOD ST , 
   139100,PERMIT,2008,10219.69,938 W LYCOMING ST , 
   139331,PERMIT,2008,1823.62,1433 N REDFIELD ST , 
   139352,PERMIT,2008,6536.91,3224 N 17TH ST , 
   139368,PERMIT,2008,1678.94,1217 S RUBY ST , 
   139425,PERMIT,2008,1971.47,2828 N HUTCHINSON ST , 
   139428,PERMIT,2008,9904.79,6039 W COLUMBIA AVE , 
   139648,PERMIT,2008,11060.67,3356 N 22ND ST , 
   139656,PERMIT,2008,411.19,620 W LEHIGH AVE , 
   139717,PERMIT,2008,380.96,2641 N DARIEN ST , 
   139735,PERMIT,2008,13916.92,7003 FORREST AVE , 
   139857,PERMIT,2008,7603.89,5744 KEMBLE AVE , 
   140056,PERMIT,2008,2588.18,2944 N 23RD ST , 
   140223,PERMIT,2008,0,1920 E CORNWALL ST , 
   140472,PERMIT,2008,13583.81,1842 DALLAS ST , 
   140537,PERMIT,2008,351.79,2000 N MARSTON ST , 
   140547,PERMIT,2008,2718.76,3037 N 35TH ST , 
   140552,PERMIT,2008,7559.4,3123 N 32ND ST , 
