APPLICATION NUMBER,TYPE,YEAR ISSUED,PRINCIPAL DUE,ADDRESS, 
   260380,PERMIT,2010,16483.21,531 S 52ND ST , 
   260562,PERMIT,2010,3674.63,2036 S NORWOOD ST , 
   260609,PERMIT,2010,4743.06,6647 N SMEDLEY ST , 
   260645,PERMIT,2010,2866.68,825 BROOKLYN ST , 
   260647,PERMIT,2010,4352.21,827 BROOKLYN ST , 
   260664,PERMIT,2010,16042.49,8816 RIDGE AVE , 
   260678,PERMIT,2010,6560.4,6809 FINCH PL , 
   260774,PERMIT,2010,120.46,235 W CLARKSON AVE , 
   260811,PERMIT,2010,705.64,554 W WESTMORELAND ST , 
   260867,PERMIT,2010,1186.65,648 N SICKELS ST , 
   260898,PERMIT,2010,3186.88,729 S 55TH ST , 
   260965,PERMIT,2010,14948.08,6725 MUSGRAVE ST , 
   260975,PERMIT,2010,3186.88,729 S 55TH ST , 
   260996,PERMIT,2010,0,2552 S MARSHALL ST , 
   261084,PERMIT,2010,5892.54,3108 N MARSTON ST , 
   261111,PERMIT,2010,7361.4,3414 KEIM ST , 
   261124,PERMIT,2010,5944.77,1729 MASTER ST , 
   261130,PERMIT,2010,0,2451 GRANT AVE , 
   261131,PERMIT,2010,5244.75,1805 MASTER ST , 
   261180,PERMIT,2010,0,407 MOORE ST , 
   261359,PERMIT,2010,8457.18,5320 W BERKS ST , 
   261391,PERMIT,2010,9290.52,2851 N TANEY ST , 
   261402,PERMIT,2010,746.71,1331 S COLORADO ST , 
   261418,PERMIT,2010,6563.2,5801 WAKEFIELD ST , 
   261441,PERMIT,2010,4774.23,1413 S 56TH ST , 
   261452,PERMIT,2010,1141.13,2520 TURNER ST , 
   261454,PERMIT,2010,4129.75,2023 BROWN ST , 
   261455,PERMIT,2010,4129.75,2023 BROWN ST , 
   261494,PERMIT,2010,2182.29,4032 W GIRARD AVE , 
   261511,PERMIT,2010,15848.16,1832 73RD AVE , 
   261549,PERMIT,2010,7361.4,3414 KEIM ST , 
   261608,PERMIT,2010,16042.49,8816 RIDGE AVE , 
   261612,PERMIT,2010,1579.31,2516 DOUGLAS ST , 
   261643,PERMIT,2010,16483.21,531 S 52ND ST , 
   261723,PERMIT,2010,1385.5,2010 66TH AVE , 
   261789,PERMIT,2010,3034.89,432 N 53RD ST , 
   261887,PERMIT,2010,3850.8,5333 MALCOLM ST , 
   262018,PERMIT,2010,6535.07,1712 DORRANCE ST , 
   262019,PERMIT,2010,10582.52,838 S ALDEN ST , 
   262046,PERMIT,2010,977.35,5434 NORFOLK ST , 
   262136,PERMIT,2010,12428.41,3327 B ST , 
   262175,PERMIT,2010,2247.63,2762 N 24TH ST , 
   262176,PERMIT,2010,4616.89,112 S 53RD ST , 
   262193,PERMIT,2010,6563.2,5801 WAKEFIELD ST , 
   262294,PERMIT,2010,3916.75,116 W ABBOTTSFORD AVE , 
   262535,PERMIT,2010,2180.77,1508 N 29TH ST , 
   262538,PERMIT,2010,11308.22,4601 N MARVINE ST , 
   262574,PERMIT,2010,44017.64,1000R SAINT VINCENT ST , 
   262582,PERMIT,2010,2753.06,3036 W GORDON ST , 
   262711,PERMIT,2010,7361.4,3414 KEIM ST , 
   262777,PERMIT,2010,3548.58,6252 OSAGE AVE , 
   262814,PERMIT,2010,4507.8,1344 S MELVILLE ST , 
   262822,PERMIT,2010,15047.21,5607 CHESTER AVE , 
   262901,PERMIT,2010,3089.33,3100 MOUNT VERNON ST , 
   263069,PERMIT,2010,5720.54,8833 DEWEES ST , 
   263075,PERMIT,2010,262.64,2117 SEYBERT ST , 
   263135,PERMIT,2010,679.17,1533 S STILLMAN ST , 
   263136,PERMIT,2010,2997.69,5409 HARLAN ST , 
   263163,PERMIT,2010,11768.53,1625 LEWIS ST , 
   263165,PERMIT,2010,11768.53,1625 LEWIS ST , 
   263175,PERMIT,2010,4015.52,3046 E ST , 
   263176,PERMIT,2010,10068.23,5620 DIAMOND ST , 
   263201,PERMIT,2010,2448.84,4809 CHESTER AVE , 
   263252,PERMIT,2010,8646.5,1336 N 26TH ST , 
   263268,PERMIT,2010,7071.22,2514 S MILLICK ST , 
   263279,PERMIT,2010,200328.16,9 W EVERGREEN AVE , 
   263293,PERMIT,2010,522.34,2844 N MARSHALL ST , 
   263333,PERMIT,2010,1221.63,2639 S FAIRHILL ST , 
   263445,PERMIT,2010,3186.88,729 S 55TH ST , 
   263494,PERMIT,2010,1455.52,2411 N 17TH ST , 
   263543,PERMIT,2010,9906.24,2335 W CUMBERLAND ST , 
   263572,PERMIT,2010,6362.77,5542 CATHARINE ST , 
   263690,PERMIT,2010,5757.41,112 N SICKELS ST , 
   263781,PERMIT,2010,19025.02,4223 WAYNE AVE , 
   263869,PERMIT,2010,8091.44,218 N 50TH ST , 
   264001,PERMIT,2010,2448.84,4809 CHESTER AVE , 
   264044,PERMIT,2010,12893.15,5023 WOODLAND AVE , 
   264146,PERMIT,2010,23953.5,100 PARKER AVE , 
   264165,PERMIT,2010,0,2451 GRANT AVE , 
   264179,PERMIT,2010,55695.67,1901 N FRONT ST , 
   264210,PERMIT,2010,3312.35,2314 W FIRTH ST , 
   264279,PERMIT,2010,3107.25,539 W LEHIGH AVE , 
   264298,PERMIT,2010,4529.53,5451 MALCOLM ST , 
   264301,PERMIT,2010,0,2451 GRANT AVE , 
   264483,PERMIT,2010,6332.94,1514 68TH AVE , 
   264574,PERMIT,2010,1029.41,3063 GERMANTOWN AVE , 
   264575,PERMIT,2010,1029.41,3063 GERMANTOWN AVE , 
   264775,PERMIT,2010,6164,5142 MARKET ST , 
   264802,PERMIT,2010,5757.41,112 N SICKELS ST , 
   264822,PERMIT,2010,10068.23,5620 DIAMOND ST , 
   264849,PERMIT,2010,2384.16,1733 SAINT PAUL ST , 
   264857,PERMIT,2010,2448.84,4809 CHESTER AVE , 
   265018,PERMIT,2010,334.54,1552 S CAPITOL ST , 
   265067,PERMIT,2010,254025.93,701 ARCH ST , 
   265089,PERMIT,2010,3715.15,2923 N 23RD ST , 
   265239,PERMIT,2010,2352.82,4561 DITMAN ST , 
   265280,PERMIT,2010,0,2451 GRANT AVE , 
   265302,PERMIT,2010,6332.94,1514 68TH AVE , 
   265338,PERMIT,2010,5428.34,2843 N MARSTON ST , 
   265431,PERMIT,2010,5887.91,2409 S REESE ST , 
   265441,PERMIT,2010,1692.72,1906 N LAWRENCE ST , 
   265506,PERMIT,2010,3325.53,4049 N FRANKLIN ST , 
   265552,PERMIT,2010,1531.68,1247 W HUNTINGDON ST , 
   265587,PERMIT,2010,13099.08,4639 HORROCKS ST , 
   265624,PERMIT,2010,4029.44,5613 N PARK AVE , 
   265631,PERMIT,2010,0,2451 GRANT AVE , 
   265705,PERMIT,2010,9192.22,1906 ASHLEY RD , 
   265715,PERMIT,2010,4222.59,2425 W LEHIGH AVE , 
   265905,PERMIT,2010,6301.87,4558 BOONE ST , 
   265910,PERMIT,2010,1863.67,5544 LINMORE AVE , 
   265937,PERMIT,2010,6613.03,5513 WILLOWS AVE , 
   265940,PERMIT,2010,7962.74,2235 CEDAR ST , 
   265952,PERMIT,2010,1462.02,1232 N 50TH ST , 
   266015,PERMIT,2010,3246.43,5602 MEDIA ST , 
   266051,PERMIT,2010,7941.13,2721 N 19TH ST , 
   266060,PERMIT,2010,2131.52,5037 OGDEN ST , 
   266140,PERMIT,2010,6314.4,1444 WINDRIM AVE , 
   266164,PERMIT,2010,3543.65,5702 LANSDOWNE AVE , 
   266173,PERMIT,2010,16483.21,531 S 52ND ST , 
   266258,PERMIT,2010,5244.75,1805 MASTER ST , 
   266421,PERMIT,2010,1655.31,5237 WALNUT ST , 
   266465,PERMIT,2010,120.46,235 W CLARKSON AVE , 
   266557,PERMIT,2010,3909.41,2242 W ESTAUGH ST , 
   266649,PERMIT,2010,1796.54,5423 SPRING ST , 
   266653,PERMIT,2010,3306.77,4949 CHARLES ST , 
   266661,PERMIT,2010,1186.65,648 N SICKELS ST , 
   266680,PERMIT,2010,469.17,637 W SCHILLER ST , 
   266694,PERMIT,2010,1362.05,2040 MOUNTAIN ST , 
   266733,PERMIT,2010,2491.39,1932 MOORE ST , 
   266744,PERMIT,2010,1467.85,2259 N SYDENHAM ST , 
   266908,PERMIT,2010,6757.91,4667 OAKLAND ST , 
   267083,PERMIT,2010,1362.05,2040 MOUNTAIN ST , 
   267101,PERMIT,2010,1620.51,1520 S CLEVELAND ST , 
   267102,PERMIT,2010,1358.22,1725 N DOVER ST , 
   267108,PERMIT,2010,522.34,2844 N MARSHALL ST , 
   267163,PERMIT,2010,640.9,4221 OLIVE ST , 
   267164,PERMIT,2010,640.9,4222 OLIVE ST , 
   267279,PERMIT,2010,16483.21,531 S 52ND ST , 
   267335,PERMIT,2010,2636.44,263 E PENN ST , 
   267395,PERMIT,2010,2942.97,2151 N CORLIES ST , 
   267502,PERMIT,2010,4051.2,5429 REGENT ST , 
   267535,PERMIT,2010,22590.27,1010 RACE ST COM4, 
   267541,PERMIT,2010,2093.66,1235 W SOMERSET ST , 
   267550,PERMIT,2010,7692.81,4355 N 09TH ST , 
   267582,PERMIT,2010,4029.44,5613 N PARK AVE , 
   267585,PERMIT,2010,4486.49,6035 CHESTER AVE , 
   267617,PERMIT,2010,1362.05,2040 MOUNTAIN ST , 
   267723,PERMIT,2010,2777.96,1902 S 06TH ST , 
   267749,PERMIT,2010,14948.08,6725 MUSGRAVE ST , 
   267753,PERMIT,2010,201.69,920 E DURHAM ST , 
   267767,PERMIT,2010,9710.89,5426 FLORENCE AVE , 
   267858,PERMIT,2010,1430.9,424 S 60TH ST , 
   267921,PERMIT,2010,1430.9,424 S 60TH ST , 
   267935,PERMIT,2010,31820.68,2850 GERMANTOWN AVE , 
   267954,PERMIT,2010,115.39,7166 MONTAGUE ST , 
   268390,PERMIT,2010,5237.33,2601 S 07TH ST , 
   268397,PERMIT,2010,2148.49,2818 N REESE ST , 
   268400,PERMIT,2010,9507.47,5615 CARPENTER ST , 
   268401,PERMIT,2010,3186.88,729 S 55TH ST , 
   268522,PERMIT,2010,6171.95,4174 LEIDY AVE , 
   268589,PERMIT,2010,9057.47,1540 S 08TH ST , 
   268626,PERMIT,2010,980.19,4640 PASCHALL AVE , 
   268671,PERMIT,2010,59864.52,110 CHESTNUT ST , 
   268715,PERMIT,2010,1620.51,1520 S CLEVELAND ST , 
   268722,PERMIT,2010,2919.88,2434 N HOLLYWOOD ST , 
   268739,PERMIT,2010,0,5643 ANDERSON ST , 
   268878,PERMIT,2010,1314.71,5450 REGENT ST , 
   268968,PERMIT,2010,2462.53,4419 N CLEVELAND ST , 
   268970,PERMIT,2010,15038.77,330 E ROOSEVELT BLV , 
   269149,PERMIT,2010,2937.96,1506 S 05TH ST , 
   269188,PERMIT,2010,45.94,2130 W INDIANA AVE , 
   269243,PERMIT,2010,6316.92,2112 W HUNTING PARK AVE , 
   269288,PERMIT,2010,12516.56,27 S 53RD ST , 
   269324,PERMIT,2010,11684.07,5219 IRVING ST , 
   269326,PERMIT,2010,1492.45,1669 MARGARET ST , 
   269368,PERMIT,2010,8002.79,1918 S SALFORD ST , 
   269372,PERMIT,2010,4245.68,5227 HARLAN ST , 
   269407,PERMIT,2010,1185.63,2330 GERRITT ST , 
   269430,PERMIT,2010,5130.96,1206 W VENANGO ST , 
   269561,PERMIT,2010,12395.91,4817 N FRONT ST , 
   269598,PERMIT,2010,4486.49,6035 CHESTER AVE , 
   269651,PERMIT,2010,4261.42,5626 PENTRIDGE ST , 
   269711,PERMIT,2010,616.37,3047 WEIKEL ST , 
   269722,PERMIT,2010,8014.33,1542 N 58TH ST , 
   269728,PERMIT,2010,3762.55,1851 N 28TH ST , 
   269730,PERMIT,2010,6182.72,1322 N 50TH ST , 
   269842,PERMIT,2010,10924.38,3900 N 06TH ST , 
   269845,PERMIT,2010,11768.53,1625 LEWIS ST , 
   269853,PERMIT,2010,16042.49,8816 RIDGE AVE , 
   269881,PERMIT,2010,3277.09,110 S 55TH ST , 
   269895,PERMIT,2010,1489.39,3155 N 08TH ST , 
   269922,PERMIT,2010,55695.67,1901 N FRONT ST , 
   269932,PERMIT,2010,3246.43,5602 MEDIA ST , 
   270111,PERMIT,2010,3744.47,2328 DICKINSON ST , 
   270119,PERMIT,2010,5390.51,421 N 40TH ST , 
   270131,PERMIT,2010,3302.48,4311 E ROOSEVELT BLV , 
   270167,PERMIT,2010,7360.78,2336 CHRISTIAN ST , 
   270258,PERMIT,2010,59864.52,110 CHESTNUT ST , 
   270323,PERMIT,2010,3468.43,423 N 40TH ST , 
   270358,PERMIT,2010,7464.85,2055 W STELLA ST , 
   270360,PERMIT,2010,5113.88,4629 GREENE ST , 
   270555,PERMIT,2010,4163.18,3814 N GRATZ ST , 
   270564,PERMIT,2010,1624.29,1714 N 16TH ST , 
   270565,PERMIT,2010,63.5,1723 N 16TH ST , 
   270604,PERMIT,2010,12930.73,6539 N 17TH ST , 
   270605,PERMIT,2010,6535.07,1712 DORRANCE ST , 
   270622,PERMIT,2010,11768.53,1625 LEWIS ST , 
   270707,PERMIT,2010,295.03,1251 S BONSALL ST , 
   270941,PERMIT,2010,4522.71,5230 DITMAN ST , 
   270979,PERMIT,2010,0,870 N 28TH ST 116, 
   270983,PERMIT,2010,1056.23,4625 SANSOM ST , 
   271214,PERMIT,2010,5305.1,6108 YOCUM ST , 
   271234,PERMIT,2010,3049.86,5315 LINDBERGH BLV , 
   271282,PERMIT,2010,681.72,2933 N ORIANNA ST , 
   271345,PERMIT,2010,1810.5,710 N DEKALB ST , 
   271469,PERMIT,2010,4230.98,2138 SEARS ST , 
   271473,PERMIT,2010,419.17,3655 WHITEHALL LN , 
   271484,PERMIT,2010,0,2451 GRANT AVE , 
   271485,PERMIT,2010,565.99,2747 COMLY RD , 
   271609,PERMIT,2010,315.6,3125 DIAMOND ST , 
   271647,PERMIT,2010,522.34,2844 N MARSHALL ST , 
   271707,PERMIT,2010,1181.46,2513 N 05TH ST , 
   271739,PERMIT,2010,1413.47,1930 E WILLARD ST , 
   271907,PERMIT,2010,7804,6073 CEDARHURST ST , 
   271910,PERMIT,2010,3353.84,5236 CHANCELLOR ST , 
   271913,PERMIT,2010,522.34,2844 N MARSHALL ST , 
   271921,PERMIT,2010,522.34,2844 N MARSHALL ST , 
   271930,PERMIT,2010,0,2525 WELSH RD , 
   271984,PERMIT,2010,59864.52,110 CHESTNUT ST , 
   271989,PERMIT,2010,334.54,1552 S CAPITOL ST , 
   272002,PERMIT,2010,4163.18,3814 N GRATZ ST , 
   272054,PERMIT,2010,5833.09,5735 SPRINGFIELD AVE , 
   272103,PERMIT,2010,1240.06,3865 MELON ST , 
   272108,PERMIT,2010,4163.18,3814 N GRATZ ST , 
   272122,PERMIT,2010,1489.39,3155 N 08TH ST , 
   272171,PERMIT,2010,7817.88,5346 DELANCEY ST , 
   272180,PERMIT,2010,1783.31,1237 S 32ND ST , 
   272277,PERMIT,2010,5709.34,1340 KERBAUGH ST , 
   272339,PERMIT,2010,2385.58,2842 WATERLOO ST , 
   272356,PERMIT,2010,5944.77,1729 MASTER ST , 
   272362,PERMIT,2010,6137.52,1709 MASTER ST , 
   272419,PERMIT,2010,15679.19,6209 HAZEL AVE , 
   272540,PERMIT,2010,4235.72,123 N SICKELS ST , 
   272570,PERMIT,2010,5924.67,3200 CLIFFORD ST , 
   272584,PERMIT,2010,3338.13,2215 SEYBERT ST , 
   272606,PERMIT,2010,2601.79,1431 S CARLISLE ST , 
   272675,PERMIT,2010,13480.23,5507 ANGORA TER , 
   272682,PERMIT,2010,522.34,2844 N MARSHALL ST , 
   272684,PERMIT,2010,1965.28,2809 JEFFERSON ST , 
   272735,PERMIT,2010,1810.5,710 N DEKALB ST , 
   272785,PERMIT,2010,337.76,5825 FERNWOOD ST , 
   272800,PERMIT,2010,1810.5,710 N DEKALB ST , 
   272809,PERMIT,2010,7444.13,3721 N 05TH ST , 
   272936,PERMIT,2010,7660.65,4529 PARRISH ST , 
   273005,PERMIT,2010,16483.21,531 S 52ND ST , 
   273007,PERMIT,2010,16483.21,531 S 52ND ST , 
   273047,PERMIT,2010,1128.5,2453 N NATRONA ST , 
   273051,PERMIT,2010,7660.65,4529 PARRISH ST , 
   273052,PERMIT,2010,9906.24,2335 W CUMBERLAND ST , 
   273071,PERMIT,2010,9409.03,701 E VENANGO ST , 
   273072,PERMIT,2010,9409.03,701 E VENANGO ST , 
   273082,PERMIT,2010,1655.31,5237 WALNUT ST , 
   273094,PERMIT,2010,16483.21,531 S 52ND ST , 
   273253,PERMIT,2010,13616.02,1640 N HANCOCK ST , 
   273262,PERMIT,2010,225.71,2555 W SILVER ST , 
   273337,PERMIT,2010,4119.75,5243 N FRANKLIN ST , 
   273512,PERMIT,2010,13570.77,5413 WEBSTER ST , 
   273548,PERMIT,2010,6653.6,5000 WALNUT ST , 
   273552,PERMIT,2010,13548.32,6101 W OXFORD ST , 
   273606,PERMIT,2010,3856.49,2334 N BROAD ST , 
   273607,PERMIT,2010,3856.49,2334 N BROAD ST , 
   273622,PERMIT,2010,5305.1,6108 YOCUM ST , 
   273628,PERMIT,2010,7660.65,4529 PARRISH ST , 
   273651,PERMIT,2010,1624.29,1714 N 16TH ST , 
   273734,PERMIT,2010,11048.92,8625 WILLIAMS AVE , 
   273770,PERMIT,2010,1810.5,710 N DEKALB ST , 
   273827,PERMIT,2010,1812.81,2319 N FAIRHILL ST , 
   273888,PERMIT,2010,1068.82,3332 B ST , 
   273940,PERMIT,2010,19.01,3117 WESTMONT ST , 
   273948,PERMIT,2010,5697.04,4509 HEDGE ST , 
   273951,PERMIT,2010,4080.43,4444 N GRATZ ST , 
   274112,PERMIT,2010,2463.78,2110 W CLEARFIELD ST , 
   274126,PERMIT,2010,3324.03,1627 N DOVER ST , 
   274303,PERMIT,2010,6851.79,415 N 64TH ST , 
   274400,PERMIT,2010,2344,3052 N 05TH ST , 
   274420,PERMIT,2010,1425.16,2120 E CLEMENTINE ST , 
   274522,PERMIT,2010,6470.28,4902 N 13TH ST , 
   274662,PERMIT,2010,7660.65,4529 PARRISH ST , 
   274671,PERMIT,2010,7660.65,4529 PARRISH ST , 
   274683,PERMIT,2010,1318.95,2142 N 19TH ST , 
   274706,PERMIT,2010,2937.96,1506 S 05TH ST , 
   274752,PERMIT,2010,9515.9,3071 TILTON ST , 
   274780,PERMIT,2010,4633.19,4179 LEIDY AVE , 
   274850,PERMIT,2010,2.31,3067 COLLINS ST , 
   274861,PERMIT,2010,29400.38,6834 LIMEKILN PK , 
   274867,PERMIT,2010,2611.63,219 N 59TH ST , 
   274979,PERMIT,2010,9123.52,7220 GREENWAY AVE , 
   275004,PERMIT,2010,750.03,2132 N PERCY ST , 
   275044,PERMIT,2010,567.38,2144 N NATRONA ST , 
   275111,PERMIT,2010,7773.91,152 MANHEIM ST , 
   275119,PERMIT,2010,82555.36,200 W ALLENS LN , 
   275166,PERMIT,2010,0,1607 N 11TH ST , 
   275182,PERMIT,2010,0,1607 N 11TH ST , 
   275384,PERMIT,2010,1664.81,723 W TIOGA ST , 
   275455,PERMIT,2010,0,3309 SPRING GARDEN ST , 
   275537,PERMIT,2010,27832.86,6037 CARPENTER ST , 
   275579,PERMIT,2010,1362.05,2040 MOUNTAIN ST , 
   275613,PERMIT,2010,2189.38,2519 W GORDON ST , 
   275690,PERMIT,2010,10896.76,1117 WINDRIM AVE , 
   275708,PERMIT,2010,3460.03,6055 KINGSESSING AVE , 
   275816,PERMIT,2010,16035.86,6014 PINE ST , 
   275860,PERMIT,2010,1277.43,3885 MANOR ST , 
   275881,PERMIT,2010,3916.75,116 W ABBOTTSFORD AVE , 
   275918,PERMIT,2010,1217.59,2636 W SILVER ST , 
   275932,PERMIT,2010,3138.26,1548 S OPAL ST , 
   276007,PERMIT,2010,7138.92,916 E CHELTEN AVE , 
   276021,PERMIT,2010,19025.02,4223 WAYNE AVE , 
   276029,PERMIT,2010,5944.77,1729 MASTER ST , 
   276046,PERMIT,2010,5244.75,1805 MASTER ST , 
   276049,PERMIT,2010,5244.75,1805 MASTER ST , 
   276183,PERMIT,2010,3338.13,2215 SEYBERT ST , 
   276184,PERMIT,2010,768.55,3715 BRANDYWINE ST , 
   276304,PERMIT,2010,5697.04,4509 HEDGE ST , 
   276307,PERMIT,2010,15679.19,6209 HAZEL AVE , 
   276332,PERMIT,2010,4177.67,1526 W TIOGA ST , 
   276693,PERMIT,2010,1189.06,4218 OTTER ST , 
   276729,PERMIT,2010,71315.02,106 BETHLEHEM PK , 
   276735,PERMIT,2010,71315.02,106 BETHLEHEM PK , 
   276804,PERMIT,2010,3691.48,5550 W OXFORD ST , 
   276870,PERMIT,2010,1086.63,1812 S CONESTOGA ST , 
   277038,PERMIT,2010,2514.55,5317R MAGNOLIA ST , 
   277271,PERMIT,2010,509.11,1611 ROWAN ST , 
   277342,PERMIT,2010,1664.81,723 W TIOGA ST , 
   277344,PERMIT,2010,8082.17,422 N ROBINSON ST , 
   277364,PERMIT,2010,5246.34,2040 RIDGE AVE , 
   277367,PERMIT,2010,10896.76,1117 WINDRIM AVE , 
   277427,PERMIT,2010,1689,4821 DARRAH ST , 
   277491,PERMIT,2010,922.61,3213 W BERKS ST , 
   277501,PERMIT,2010,1860.11,4537 GREENE ST , 
   277560,PERMIT,2010,59864.52,110 CHESTNUT ST , 
   277564,PERMIT,2010,5465.65,1936 FEDERAL ST , 
   277749,PERMIT,2010,7292.52,604 N 43RD ST , 
   277900,PERMIT,2010,141870.28,123 E LUZERNE ST , 
   278041,PERMIT,2010,29798,8651 BELFRY DR , 
   278067,PERMIT,2010,1783.31,1237 S 32ND ST , 
   278085,PERMIT,2010,10896.76,1117 WINDRIM AVE , 
   278101,PERMIT,2010,2066.86,78 E SEYMOUR ST , 
   278121,PERMIT,2010,262.64,2117 SEYBERT ST , 
   278159,PERMIT,2010,2846.76,739 W FISHER AVE , 
   278234,PERMIT,2010,7369.87,5905 SPRUCE ST , 
   278506,PERMIT,2010,2694,5436 IRVING ST , 
   278520,PERMIT,2010,8532.23,150 N PAXON ST , 
   278709,PERMIT,2010,6227.36,1549 N 29TH ST , 
   278747,PERMIT,2010,4629.92,3400 JUDSON ST , 
   279017,PERMIT,2010,2649.58,2613 ELLSWORTH ST , 
   279246,PERMIT,2010,7917.23,131 E GORGAS LN , 
   279261,PERMIT,2010,3954.08,2941 N TANEY ST , 
   279339,PERMIT,2010,5709.34,1340 KERBAUGH ST , 
   279340,PERMIT,2010,6211.56,2736 S 07TH ST , 
   279367,PERMIT,2010,4507.8,1344 S MELVILLE ST , 
   279388,PERMIT,2010,5342,729 E WOODLAWN ST , 
   279534,PERMIT,2010,16132.94,17 E PRICE ST , 
   279542,PERMIT,2010,2954.28,5015 CHESTER AVE , 
   279564,PERMIT,2010,4205.73,432 W CAREY ST , 
   279578,PERMIT,2010,520.78,3121 DIAMOND ST , 
   279598,PERMIT,2010,720.05,2109 W NEDRO AVE , 
   279599,PERMIT,2010,315.6,3122 DIAMOND ST , 
   279628,PERMIT,2010,934.11,2837 N FRONT ST , 
   279652,PERMIT,2010,315.6,3125 DIAMOND ST , 
   279708,PERMIT,2010,11821.34,1000 S FRAZIER ST , 
   279806,PERMIT,2010,20080.47,1141 N 63RD ST , 
   279844,PERMIT,2010,3289.66,2208 N GRATZ ST , 
   279867,PERMIT,2010,7660.65,4529 PARRISH ST , 
   279880,PERMIT,2010,6164,5142 MARKET ST , 
   279962,PERMIT,2010,5840.64,1541 N NEWKIRK ST , 
   279996,PERMIT,2010,115.39,7166 MONTAGUE ST , 
   280177,PERMIT,2010,7267.05,1730 W CHELTENHAM AVE , 
   280179,PERMIT,2010,1783.31,3753 N RANDOLPH ST , 
   280222,PERMIT,2010,4692.56,1200 W LEHIGH AVE , 
   280230,PERMIT,2010,3418.01,934 N 43RD ST , 
   280241,PERMIT,2010,3426.93,3948 DELL ST , 
   280246,PERMIT,2010,673.62,1518 S BOUVIER ST , 
   280307,PERMIT,2010,2462.53,4419 N CLEVELAND ST , 
   280322,PERMIT,2010,23194.31,2037 EASTBURN AVE , 
   280338,PERMIT,2010,2193.25,7017 GREENWAY AVE , 
   280340,PERMIT,2010,5228.41,2042 S 70TH ST , 
   280415,PERMIT,2010,4223.57,5468 BALTIMORE AVE , 
   280585,PERMIT,2010,315.6,3135 DIAMOND ST , 
   280664,PERMIT,2010,281,864 N PRESTON ST , 
   280665,PERMIT,2010,561.93,866 N PRESTON ST , 
   280666,PERMIT,2010,281,870 N PRESTON ST , 
   280730,PERMIT,2010,727.54,1401 REED ST , 
   280748,PERMIT,2010,59864.52,110 CHESTNUT ST , 
   280900,PERMIT,2010,4692.56,1200 W LEHIGH AVE , 
   280908,PERMIT,2010,2566.11,1700 W BRISTOL ST , 
   280912,PERMIT,2010,6812.14,314 W TULPEHOCKEN ST , 
   280957,PERMIT,2010,531.99,1212 N RANDOLPH ST , 
   280959,PERMIT,2010,0,530 E ALLENS LN , 
   281015,PERMIT,2010,5833.09,5735 SPRINGFIELD AVE , 
   281187,PERMIT,2010,879.31,2404 N FAIRHILL ST , 
   281276,PERMIT,2010,6666.08,2211 MC KEAN ST , 
   281315,PERMIT,2010,4156.08,7241 LIMEKILN PK , 
   281474,PERMIT,2010,7917.23,131 E GORGAS LN , 
   281502,PERMIT,2010,2474.13,140 S 60TH ST , 
   281533,PERMIT,2010,2193.25,7017 GREENWAY AVE , 
   281536,PERMIT,2010,879.31,2404 N FAIRHILL ST , 
   281563,PERMIT,2010,3760.45,5227 HAVERFORD AVE , 
   281579,PERMIT,2010,7461.82,4644 N 05TH ST , 
   281727,PERMIT,2010,8101.42,3748 N 18TH ST , 
   281788,PERMIT,2010,3968.55,2025 E ORLEANS ST , 
   281790,PERMIT,2010,1595.75,1500 DEAL ST , 
   281792,PERMIT,2010,7660.65,4529 PARRISH ST , 
   281857,PERMIT,2010,1534.88,426 WIOTA ST , 
   281915,PERMIT,2010,23953.5,100 PARKER AVE , 
   281952,PERMIT,2010,200328.16,9 W EVERGREEN AVE , 
   282083,PERMIT,2010,645.6,426 WATKINS ST , 
   282249,PERMIT,2010,10.08,3414 N 03RD ST , 
   282298,PERMIT,2010,4772.93,7429 N 21ST ST , 
   282305,PERMIT,2010,6613.03,5513 WILLOWS AVE , 
   282336,PERMIT,2010,1624.29,1714 N 16TH ST , 
   282381,PERMIT,2010,1631.09,714 UNION ST , 
   282493,PERMIT,2010,141870.28,123 E LUZERNE ST , 
   282526,PERMIT,2010,1624.29,1714 N 16TH ST , 
   282545,PERMIT,2010,59864.52,110 CHESTNUT ST , 
   282569,PERMIT,2010,2531.5,3618 N 18TH ST , 
   282615,PERMIT,2010,2282.96,2917 N 03RD ST , 
   282621,PERMIT,2010,4005.54,664 E ALLEGHENY AVE , 
   282633,PERMIT,2010,2438.99,1317 S 58TH ST , 
   282673,PERMIT,2010,12264.04,8617 TIONA ST , 
   282815,PERMIT,2010,9878.3,1001 S 60TH ST , 
   282847,PERMIT,2010,6314.4,1444 WINDRIM AVE , 
   282905,PERMIT,2010,6475.07,6119 LEBANON AVE , 
   282921,PERMIT,2010,2463.78,2110 W CLEARFIELD ST , 
   282928,PERMIT,2010,9057.47,1540 S 08TH ST , 
   282968,PERMIT,2010,2025.05,2701 S 58TH ST , 
   282974,PERMIT,2010,9681.45,4704 HAZEL AVE , 
   282990,PERMIT,2010,1232.55,3107 N 13TH ST , 
   283278,PERMIT,2010,9245.64,3226 N SPANGLER ST , 
   283331,PERMIT,2010,23953.5,100 PARKER AVE , 
   283402,PERMIT,2010,3256.22,2633 N BOUVIER ST , 
   283446,PERMIT,2010,7915.63,1438 DICKINSON ST , 
   283447,PERMIT,2010,2015.62,1440 DICKINSON ST , 
